"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"80144",555.236001402274,3.33461942299046,0.670338261629608,4.97453243215436,6.54053138688757e-07,2.07747931157192e-05
"23250",1834.94235725276,1.12573048254333,0.226297718386296,4.97455515933074,6.53976412919719e-07,2.07747931157192e-05
"107985194",12.6905403526438,4.33888535404517,0.872360471634631,4.97372989162949,6.56768042455253e-07,2.08305729786611e-05
"26038",60.9443227681117,5.36869377649373,1.07962333900479,4.97274705217343,6.60107673111105e-07,2.09059756647403e-05
"171019",184.452877419733,-2.94077200482906,0.591492898812456,-4.97177905387075,6.63412867381002e-07,2.09800698059966e-05
"64403",633.236583556323,-1.70902421869398,0.343864202045594,-4.97005564559282,6.69336893928244e-07,2.11366473219259e-05
"9966",237.65834463184,-2.68653801736355,0.540781075305171,-4.96788467652552,6.76871942435034e-07,2.13435701325741e-05
"6299",539.208510400201,-2.88449916018164,0.580738014211545,-4.96695427127817,6.80126176398564e-07,2.14151033455583e-05
"4321",168.159775009727,-4.56748449131608,0.920653994868796,-4.96113036686166,7.0084132900717e-07,2.20354250564541e-05
"7146",304.382153934292,4.08998789644605,0.824475875268524,4.96071264075977,7.02350286444666e-07,2.20509571145908e-05
"84968",35.9122681898726,1.86316966810606,0.375883306816745,4.95677683556833,7.16722190959996e-07,2.2469706090616e-05
"105377123",99.1760291900057,2.68470338363039,0.541687275617876,4.9561869079684,7.18900628320953e-07,2.25055260099438e-05
"26355",572.490590695768,1.47149772301563,0.297015594496428,4.95427765505197,7.25994784156354e-07,2.26949103317712e-05
"3655",8946.23157336379,-2.28439379348476,0.461134714925636,-4.95385343923445,7.27580163495674e-07,2.27117911380848e-05
"101928580",28.4770718684567,4.32211692827001,0.872869643014603,4.95161787657416,7.35990166258561e-07,2.29413520116693e-05
"100134868",53.7717022723106,2.39872848441387,0.484509445335401,4.95083946764619,7.3894039833928e-07,2.30003138887094e-05
"9962",3454.25028447096,2.31005073039087,0.466727451163466,4.94946402795109,7.44181298936153e-07,2.31303045789511e-05
"10509",510.24488375439,1.49776725738436,0.302817124746254,4.94611148111063,7.57106108386324e-07,2.34984104440018e-05
"952",22.8905101487704,4.96969690020555,1.00535741672754,4.94321404260588,7.68450342033867e-07,2.38164795021795e-05
"100170841",66.7771851234147,1.92694382946327,0.389864919023878,4.94259353800758,7.70900979981366e-07,2.38583969958336e-05
"7102",14.5290960076798,4.75976813920043,0.96340570228164,4.94056463224977,7.78966659046232e-07,2.40737263647773e-05
"84144",362.636589889233,-1.01224624773946,0.20500795186735,-4.93759504701767,7.90918618795568e-07,2.44083777158416e-05
"102724550",38.9654226247112,4.76463620153266,0.965479428469374,4.93499505120093,8.01527921365049e-07,2.47007030064923e-05
"4582",292.803337324106,2.31649872866513,0.469805885403045,4.93075715021708,8.19115122852958e-07,2.51720594892045e-05
"92558",43.5454343505005,4.47670946075363,0.907916332959395,4.93075110364144,8.19140479557561e-07,2.51720594892045e-05
"57088",1236.10643161576,2.15359008718826,0.436814787982034,4.93021332253255,8.21398725537829e-07,2.52058032641735e-05
"105371224",28.1816340843758,2.48300697945924,0.503818669986163,4.9283742889628,8.29166579854619e-07,2.54082836585634e-05
"114569",176.599495268197,10.5644939642667,2.14462221334405,4.92603960666518,8.3912995774311e-07,2.56773767069392e-05
"151887",18659.6916795109,2.12059115805319,0.430603532962601,4.92469521432694,8.44919429250158e-07,2.58181709140491e-05
"26223",15.9549815611497,6.50227756276454,1.32188317973625,4.91895022377235,8.70095902861379e-07,2.6550145485346e-05
"59269",344.958615246973,2.72119171881397,0.553837929653121,4.91333578492593,8.95397316270397e-07,2.72838739036334e-05
"83938",25.8893671604788,3.6579880556218,0.744657256013628,4.91231103448062,9.00091162815206e-07,2.73884882399484e-05
"79953",9.42802488921719,6.91579985845369,1.40829601213509,4.91075725476834,9.07253441561883e-07,2.75293132281752e-05
"100505495",6.60781483024082,6.39338742817606,1.30232131972937,4.90922426848133,9.14373632078719e-07,2.77066688013141e-05
"58516",1261.14373784765,1.36159135681762,0.277618750010506,4.9045367316368,9.36480967304077e-07,2.83370271527136e-05
"29953",1227.61317950181,-2.05719999782242,0.41955212514116,-4.90332398418972,9.42283778814065e-07,2.84729588018281e-05
"1040",46.1875643664418,2.8785396235223,0.587530631110194,4.89938646787322,9.61363817631621e-07,2.90091531970342e-05
"104355297",15.3896861405176,5.86500184622225,1.19733609886607,4.89837552862281,9.66322214700052e-07,2.91183307025982e-05
"11199",31.5461195514263,5.0656944914311,1.03456802105032,4.89643444254955,9.75911848142755e-07,2.93665662226447e-05
"105379152",30.1644815214793,3.98578078829444,0.814449799822797,4.89383236285606,9.88910831819069e-07,2.97165653279407e-05
"104326055",19.2212786314641,5.45922664763297,1.11570506934104,4.89307326608932,9.92734283190968e-07,2.9790255575424e-05
"107984512",4.49205112606387,5.83978535769654,1.19381141542897,4.89171512537276,9.99610558522032e-07,2.99552261992409e-05
"64399",189.311243880263,5.30585244592755,1.08496484104518,4.89034505562066,1.00659367272056e-06,3.01229395778608e-05
"253582",5.39929942702509,-5.65613039692954,1.15828790838015,-4.88318176854625,1.04387560295563e-06,3.11956552267042e-05
"100820829",49.1226801727372,2.50509151255632,0.513044866832974,4.8827922751089,1.04594039591448e-06,3.12144245077446e-05
"5396",2200.46154768364,-1.23191459340078,0.252421094142297,-4.88039479262503,1.0587368253264e-06,3.15529715597274e-05
"100240735",9.18215699994778,6.88035567164751,1.41004662320611,4.87952352667832,1.0634243807417e-06,3.16059618276253e-05
"79961",110.444920901757,2.36427407797004,0.48462348185873,4.87857928159418,1.06852712878646e-06,3.16709691678236e-05
"2893",31.3000457845905,-4.62143161287191,0.94725406528434,-4.87876672398833,1.06751230966352e-06,3.16709691678236e-05
"124872",13.705168371321,-6.26814431944469,1.2859455407791,-4.87434663496486,1.09169156535695e-06,3.2313475407282e-05
"101927969",36.5192490029185,4.25829042846258,0.873940294371688,4.87251870166262,1.10184422161968e-06,3.25696157264071e-05
"285755",44.8063217500661,1.43414629072975,0.294509046233037,4.86961711048749,1.11814699391591e-06,3.29917174625282e-05
"101930053",27.5107505441394,5.47008372611928,1.12335012376369,4.86943795207162,1.11916117876661e-06,3.29917174625282e-05
"83850",72.403158011491,2.61866737810869,0.538975251062905,4.85860412503997,1.18216233344287e-06,3.48017057674522e-05
"6783",19.1774618821804,7.9409618591317,1.63522006586217,4.85620377642861,1.19657564280207e-06,3.51783523890634e-05
"64288",218.98283286881,2.47954649797124,0.511145824766942,4.85095715904908,1.22867085798302e-06,3.60731122439717e-05
